,id,setting_type,font_color,background_color,font_size,font_weight,font_family,letter_spacing,line_spacing,word_spacing,text_alignment,is_auto_play_tts,bionic_reading,lists with bullets,wcag_compliant,score
707,40000708,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,61.3
708,40000709,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,62.0
709,40000710,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,88.6
710,40000711,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,11.0
711,40000712,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,85.6
712,40000713,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,90.9
713,40000714,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,44.3
714,40000715,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,84.8
715,40000716,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,74.1
716,40000717,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,79.0
717,40000718,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,97.8
718,40000719,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,13.6
719,40000720,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,16.3
720,40000721,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,70.8
721,40000722,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,99.5
722,40000723,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,79.0
723,40000724,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,81.8
724,40000725,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,85.8
725,40000726,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,87.2
726,40000727,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,69.0
727,40000728,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,84.8
728,40000729,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,81.7
729,40000730,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,83.1
730,40000731,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,82.0
731,40000732,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,66.0
732,40000733,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,92.5
733,40000734,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,97.1
734,40000735,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,95.1
735,40000736,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,84.3
736,40000737,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,44.6
737,40000738,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,16.7
738,40000739,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,97.6
739,40000740,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,23.7
740,40000741,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,82.4
741,40000742,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,80.9
742,40000743,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,64.1
743,40000744,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,54.9
744,40000745,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,58.1
745,40000746,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,47.8
746,40000747,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,98.3
747,40000748,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,44.0
748,40000749,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,96.1
749,40000750,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,82.6
750,40000751,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,85.8
751,40000752,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,83.9
752,40000753,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,92.8
753,40000754,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,96.2
754,40000755,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,61.0
755,40000756,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,9.9
756,40000757,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,92.1
757,40000758,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,31.4
758,40000759,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,40.2
759,40000760,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,79.8
760,40000761,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,10.8
761,40000762,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,75.8
762,40000763,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,82.1
763,40000764,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,79.4
764,40000765,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,59.4
765,40000766,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,86.9
766,40000767,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,51.1
767,40000768,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,48.5
768,40000769,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,73.1
769,40000770,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,95.7
770,40000771,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,65.1
771,40000772,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,57.6
772,40000773,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,87.2
773,40000774,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,84.9
774,40000775,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,41.8
775,40000776,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,90.2
776,40000777,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,86.5
777,40000778,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,39.7
778,40000779,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,87.9
779,40000780,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,42.5
780,40000781,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,64.3
781,40000782,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,62.7
782,40000783,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,9.8
783,40000784,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,75.9
784,40000785,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,60.0
785,40000786,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,19.3
786,40000787,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,77.8
787,40000788,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,83.1
788,40000789,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,44.1
789,40000790,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,83.3
790,40000791,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,72.5
791,40000792,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,86.7
792,40000793,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,96.8
793,40000794,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,75.7
794,40000795,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,55.6
795,40000796,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,84.7
796,40000797,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,72.9
797,40000798,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,80.3
798,40000799,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,60.3
799,40000800,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,49.0
800,40000801,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,85.5
801,40000802,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,24.9
802,40000803,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,51.7
803,40000804,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,88.7
804,40000805,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,80.1
805,40000806,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,89.1
806,40000807,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,86.7
807,40000808,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,97.9
808,40000809,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,94.6
809,40000810,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,86.6
810,40000811,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,98.0
811,40000812,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,91.3
812,40000813,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,37.2
813,40000814,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,57.6
814,40000815,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,88.8
815,40000816,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,56.4
816,40000817,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,10.3
817,40000818,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,73.6
818,40000819,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,87.5
819,40000820,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,79.8
820,40000821,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,79.9
821,40000822,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,80.1
822,40000823,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,95.8
823,40000824,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,42.2
824,40000825,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,77.9
825,40000826,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,92.9
826,40000827,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,66.2
827,40000828,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,98.6
828,40000829,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,85.9
829,40000830,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,6.1
830,40000831,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,68.4
831,40000832,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,51.2
832,40000833,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,84.7
833,40000834,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,80.5
834,40000835,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,57.5
835,40000836,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,93.3
836,40000837,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,93.3
837,40000838,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,58.0
838,40000839,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,7.9
839,40000840,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,85.5
840,40000841,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,89.4
841,40000842,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,68.0
842,40000843,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,86.5
843,40000844,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,84.0
844,40000845,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,63.4
845,40000846,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,6.2
846,40000847,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,84.1
847,40000848,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,86.6
848,40000849,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,59.1
849,40000850,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,90.8
850,40000851,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,77.7
851,40000852,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,93.2
852,40000853,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,79.2
853,40000854,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,26.5
854,40000855,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,9.2
855,40000856,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,53.9
856,40000857,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,98.8
857,40000858,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,18.0
858,40000859,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,60.4
859,40000860,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,61.8
860,40000861,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,94.5
861,40000862,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,75.7
862,40000863,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,56.5
863,40000864,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,34.0
864,40000865,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,22.1
865,40000866,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,78.8
866,40000867,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,58.9
867,40000868,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,99.6
868,40000869,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,71.8
869,40000870,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,73.4
870,40000871,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,80.8
871,40000872,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,78.6
872,40000873,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,78.8
873,40000874,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,87.8
874,40000875,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,37.9
875,40000876,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,11.0
876,40000877,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,22.8
877,40000878,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,87.8
878,40000879,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,18.5
879,40000880,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,98.9
880,40000881,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,85.8
881,40000882,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,67.5
882,40000883,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,50.4
883,40000884,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,68.8
884,40000885,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,85.5
885,40000886,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,96.4
886,40000887,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,77.3
887,40000888,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,91.7
888,40000889,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,84.7
889,40000890,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,70.9
890,40000891,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,49.2
891,40000892,90000001A,charcoal,pastel light blue,15,regular,Trebuchet,5.25,22.5,78.75,left aligned,False,default,default,True,59.9
892,40000893,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,94.8
893,40000894,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,0.8
894,40000895,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,69.5
895,40000896,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,78.5
896,40000897,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,53.8
897,40000898,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,90.3
898,40000899,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,66.1
899,40000900,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,65.5
900,40000901,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,46.6
901,40000902,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,71.6
902,40000903,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,79.4
903,40000904,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,69.2
904,40000905,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,62.3
905,40000906,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,71.3
906,40000907,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,83.7
907,40000908,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,93.3
908,40000909,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,81.7
909,40000910,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,83.6
910,40000911,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,53.8
911,40000912,90000003C,charcoal,linen,24,regular,Century Gothic,2.88,36.0,3.84,default,True,default,default,True,80.9
912,40000913,90000001C,onyx,light cream,12,regular,Century Gothic,4.2,18.0,63.0,left aligned,False,default,default,True,71.1
913,40000914,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,95.2
914,40000915,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,74.3
915,40000916,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,70.1
916,40000917,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,84.7
917,40000918,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,69.2
918,40000919,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,93.3
919,40000920,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,66.0
920,40000921,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,83.0
921,40000922,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,46.8
922,40000923,90000002D,yellow,orange,9,regular,Helvetica,1.18,12.5,1.24,left aligned,True,False,False,False,77.2
923,40000924,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,79.8
924,40000925,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,81.5
925,40000926,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,85.3
926,40000927,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,84.3
927,40000928,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,62.2
928,40000929,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,81.1
929,40000930,90000003B,black russian,prim,18,regular,Source Sans Pro,2.16,27.0,2.88,default,True,default,default,True,84.3
930,40000931,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,84.4
931,40000932,90000002A,dark gray,eggshell,16,regular,Open Sans,1.92,28.0,2.56,left aligned,True,True,True,True,78.1
932,40000933,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,94.9
933,40000934,90000001E,white,red,8,regular,Open Sans,2.55,7.5,30.25,left aligned,False,default,default,False,42.1
934,40000935,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,76.0
935,40000936,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,63.0
936,40000937,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,72.5
937,40000938,90000002C,charcoal,light gray,14,regular,Helvetica,1.68,24.5,2.24,left aligned,True,True,True,True,67.1
938,40000939,90000003A,nightrider,quartz,15,bold,Poppins,1.8,22.5,2.4,default,True,default,default,True,85.6
939,40000940,90000001B,licorice,pastel light yellow,14,regular,Tahoma,4.9,21.0,73.5,left aligned,False,default,default,True,62.0
940,40000941,90000002B,midnight blue,ivory,12,regular,Lexend,1.44,21.0,1.92,left aligned,True,True,True,True,90.7
941,40000942,90000003D,green,yellow,10,regular,Century Gothic,1.88,15.0,1.84,default,True,default,default,False,58.7
942,40000943,90000001D,matte black,light gray,13,regular,Open Sans,4.55,19.5,68.25,left aligned,False,default,default,True,89.6
